origin_time,amp1_0.0158Hz,amp2_0.0158Hz,amp1_0.0199Hz,amp2_0.0199Hz,amp1_0.0251Hz,amp2_0.0251Hz,amp1_0.0316Hz,amp2_0.0316Hz,amp1_0.0398Hz,amp2_0.0398Hz,amp1_0.0501Hz,amp2_0.0501Hz,amp1_0.0631Hz,amp2_0.0631Hz,amp1_0.0794Hz,amp2_0.0794Hz,amp1_0.1000Hz,amp2_0.1000Hz,amp1_0.1259Hz,amp2_0.1259Hz,amp1_0.1585Hz,amp2_0.1585Hz,amp1_0.1995Hz,amp2_0.1995Hz,amp1_0.2512Hz,amp2_0.2512Hz,amp1_0.3162Hz,amp2_0.3162Hz,amp1_0.3981Hz,amp2_0.3981Hz,amp1_0.5012Hz,amp2_0.5012Hz,amp1_0.6310Hz,amp2_0.6310Hz,amp1_0.7943Hz,amp2_0.7943Hz,amp1_1.0000Hz,amp2_1.0000Hz
2020-07-22T06:12:43.490000Z,2.2010805905374443e-07,2.3644046116768406e-07,2.711389609038984e-07,2.58801871101904e-07,1.9401618169326807e-07,2.3567239653410642e-07,5.618098582845446e-07,5.734097252548783e-07,1.4205053668017237e-06,1.2651881851350636e-06,2.402508894219981e-06,1.8035923446189532e-06,1.6603184162628755e-06,9.090938862702024e-07,6.133816191895349e-07,4.091737484135256e-07,2.659305862580554e-07,2.2018539485991402e-07,2.890938524094569e-07,2.349845433254912e-07,2.787329302187475e-07,1.273728548686974e-07,3.197046285500717e-07,1.10028744636557e-07,3.154303139215509e-07,8.016339804113295e-08,3.571262497260147e-07,6.55554258486179e-08,2.414004420088998e-07,5.6728177904243594e-08,2.41604302538798e-07,7.257460695704172e-08,1.6864830232298994e-07,6.013663668296152e-08,1.0985015738091526e-07,4.739154919320093e-08,4.3349675780397573e-08,2.0188230141653663e-08
2020-07-22T20:07:18.730000Z,9.773253422820458e-09,1.0526737920276931e-08,2.2344937351615512e-08,2.5622239742852758e-08,5.434921270745445e-08,6.14346827234936e-08,1.368604413922513e-07,1.087869627454333e-07,1.671854520429065e-07,1.882901724196381e-07,1.53006162403943e-07,1.3974516221564902e-07,1.1617570349506507e-07,1.3660105282418217e-07,2.1701616364525935e-07,1.6066645262168377e-07,2.171780850120337e-07,1.315227095315441e-07,1.997436863457573e-07,1.169798042996696e-07,1.3454791489395606e-07,5.373187104993174e-08,9.62350952707412e-08,4.183805441558932e-08,6.002035763696679e-08,1.7997627660021328e-08,6.296204733315263e-08,1.4709844817260933e-08,3.240355005239952e-08,9.511352413891044e-09,6.28134406096249e-08,1.1377122566594805e-08,4.3842979219594265e-08,2.111366332085025e-08,1.7462952301405534e-08,5.432576813292444e-09,6.412581363019174e-09,2.4021851725983233e-09
2020-08-18T00:03:48.620000Z,3.6589070370422645e-09,5.16344596195334e-09,2.0104961003141332e-08,1.4866520247648468e-08,2.805345075847617e-08,3.160559859947996e-08,9.920706167761216e-08,4.944486162645416e-08,1.8311400468661292e-07,1.016021762585626e-07,1.8938183471886665e-07,1.498325909653204e-07,1.8093431566936006e-07,1.214642815237013e-07,1.0634841765920649e-07,7.142391660590059e-08,6.343729712100217e-08,4.105150905962926e-08,5.4116674424005386e-08,2.7498270559630343e-08,5.979046973255859e-08,2.524281513467145e-08,5.630441085587868e-08,1.843462089073985e-08,5.040912781115676e-08,1.6922575378468028e-08,4.6913092709739555e-08,1.0523005429723236e-08,4.5808613504661816e-08,1.2162943121368553e-08,2.1939317009045323e-08,5.577485620336655e-09,9.079912639096694e-09,3.1358391144122887e-09,4.68701639173464e-09,2.0671486313816234e-09,2.1900528866678453e-09,6.068095949355747e-10
2020-08-18T22:23:58.660000Z,1.051440459838295e-08,1.3549452642555858e-08,3.3565827089954143e-08,4.438106972239904e-08,7.014508414203154e-08,6.906762518598216e-08,1.4856974745945168e-07,1.6965804304267764e-07,2.5286243707972375e-07,2.3472826014192161e-07,2.747893764835297e-07,1.790648000235841e-07,2.1604560044870946e-07,1.763317449802163e-07,9.593221340397453e-08,9.649972520269829e-08,4.682307322845589e-08,4.116778073459384e-08,4.456774769364289e-08,4.88892819586843e-08,5.523495407052616e-08,2.7255585570169987e-08,4.8863878010016443e-08,1.9807687156814823e-08,4.557959675192612e-08,1.164248150637734e-08,3.9671059370415264e-08,9.013162877757582e-09,3.2948445222145684e-08,1.0060118342544266e-08,2.3601800811096927e-08,7.228354298088242e-09,1.5481828678845394e-08,6.400698756016699e-09,7.613243451851742e-09,3.717182882716901e-09,4.4121122458864915e-09,2.742105601618438e-09
2020-09-06T01:16:58.770000Z,1.7614471632747782e-09,1.773810204433529e-09,2.762030747164798e-09,2.524881501712808e-09,4.252261218091322e-09,3.768222423981137e-09,1.124979511517087e-08,8.395496626805146e-09,2.9362282292358672e-08,1.2221428324419918e-08,4.201678515183639e-08,2.8088462032582543e-08,2.759364417767461e-08,1.9779714816310464e-08,6.8953716124035105e-09,4.1516569912087406e-09,7.914818780346492e-09,4.275293031469926e-09,7.631613210726282e-09,4.524891384037466e-09,2.260424429914421e-08,7.795405493276175e-09,3.1007986159531765e-08,9.523121626224697e-09,2.5423777012086523e-08,7.270655076172467e-09,1.926263340623137e-08,5.062904592942757e-09,1.5480893550870707e-08,3.285600573515492e-09,1.1071047797107552e-08,2.243541226512964e-09,5.8862314315667754e-09,1.3751524497012347e-09,3.05263571844695e-09,8.91658353729943e-10,1.360736737098527e-09,3.9432350579029636e-10
2020-09-06T06:51:18.630000Z,1.5468728392517255e-08,1.2596576476474192e-08,2.87112487973282e-08,2.4890098057023583e-08,3.393155056927026e-08,3.2620252292848127e-08,7.033974707726891e-08,4.2868962390001523e-08,1.8268026665883284e-07,1.196594518694997e-07,2.5039424735982495e-07,1.524034253432435e-07,2.083821749319136e-07,1.7549094394100717e-07,1.639284550398578e-07,5.7714813070352665e-08,1.39120472571078e-07,6.126362773791784e-08,1.0600233902603792e-07,4.4157529218472114e-08,8.591665318635929e-08,2.8722092757350836e-08,1.0326801568845228e-07,2.5693189928401395e-08,1.1423909570851506e-07,2.468316081149882e-08,1.2272534572953906e-07,1.9688660078847663e-08,7.29377441727329e-08,1.945437317817577e-08,7.844680595712504e-08,2.339831769172017e-08,2.9497450088207633e-08,1.12087992649496e-08,1.7735605981095132e-08,4.5160407769811214e-09,9.791226078486489e-09,1.938448297881103e-09
2020-09-18T21:43:57.410000Z,3.9471533188471254e-08,3.80140744294351e-08,7.52973567116309e-08,6.97953515197578e-08,8.526051636822848e-08,5.524948856436908e-08,1.1636822937806104e-07,7.392338928357202e-08,1.4774552923773064e-07,1.08019365221488e-07,1.0885504768413325e-07,8.238163276058053e-08,1.1920306098665663e-07,1.022801548304613e-07,1.4045300706212194e-07,6.782214881065585e-08,1.285417272133578e-07,5.722795070703316e-08,9.704335462386314e-08,4.3928240468335904e-08,1.248245654460083e-07,4.41983736372195e-08,1.1046733135739061e-07,4.160834513949477e-08,1.1989307311282185e-07,2.88559717598043e-08,9.227631217492589e-08,2.28949304577898e-08,6.589612459285213e-08,1.5500644014116492e-08,6.910704391887241e-08,1.3871842889474009e-08,2.8447669433436634e-08,7.492319728980254e-09,1.3815000845125652e-08,4.3342696850422056e-09,1.0673162256226506e-08,3.334527036386589e-09
2020-10-01T01:13:36.620000Z,2.9278062834285483e-09,2.5119443652360155e-09,4.921307847797411e-09,3.892527968147616e-09,6.482395249159526e-09,6.526447153575281e-09,9.408446126058716e-09,1.0849067689512956e-08,2.0609423520494313e-08,1.4533946194553698e-08,2.5213226493711508e-08,1.6587531688003116e-08,1.5155118186982497e-08,1.3652813982548185e-08,7.162970205305287e-09,5.376479641798714e-09,6.655850770669827e-09,4.4692566570577905e-09,8.973667359141971e-09,4.629321786940347e-09,1.9271457319492262e-08,6.656824811036411e-09,3.885587599880933e-08,1.0166597556392193e-08,3.5063134168398015e-08,9.630414130787769e-09,3.8101319459240754e-08,9.790367789728217e-09,3.1843568462282483e-08,7.442882609296404e-09,2.6116362710918e-08,7.268518837212079e-09,1.3581550635156676e-08,3.655308665872915e-09,9.803406043081066e-09,4.007772123823458e-09,4.280025854164039e-09,1.8048223708634318e-09
2020-10-19T20:54:39.700000Z,3.159296847161755e-07,3.4579737838135854e-07,2.4283904419664844e-07,3.539709138760306e-07,3.24373994919554e-07,2.928516082685928e-07,7.911927276596949e-07,6.824063111377142e-07,1.123664776687094e-06,9.19927150303585e-07,1.8565112230188625e-06,1.735647136264694e-06,1.317409136484168e-06,7.386478997451709e-07,5.707159715026504e-07,5.407124592123227e-07,4.942897169888765e-07,3.410503653677811e-07,3.7827193643683617e-07,2.756478411809107e-07,3.266479497646218e-07,1.744193854332412e-07,3.240469851952402e-07,1.1905964067504281e-07,3.3416125158953494e-07,1.0150648414420481e-07,2.559577636410882e-07,6.368774160147232e-08,2.812235342974777e-07,6.773681477272083e-08,1.836065664796077e-07,4.558528926807487e-08,1.798884673209409e-07,9.01912161095682e-08,1.1216570600843673e-07,5.3189612723898435e-08,4.3483340159011234e-08,2.038728258010009e-08
2020-10-30T11:51:27.320000Z,6.607803358069237e-07,5.802944116498273e-07,1.3202757561056252e-06,9.142026600800008e-07,2.110972845126868e-06,1.8331934334298187e-06,3.7041567573266233e-06,4.194871232583268e-06,6.651614332184972e-06,9.552073694013985e-06,1.3553778344011797e-05,1.265454667675188e-05,1.213061150824422e-05,1.48148572542562e-05,2.144480136071518e-05,2.299532679125025e-05,1.3809112227608738e-05,1.7064209299299014e-05,2.043068972887687e-05,7.170258819751431e-06,2.1039925862817196e-05,5.91190301522622e-06,7.813094556540908e-06,2.323498800630196e-06,5.226700216205777e-06,1.777202830927428e-06,2.0268293078384664e-06,5.520846458257603e-07,1.8480557714875336e-06,4.422649568265054e-07,1.0301383234180244e-06,3.055621518723976e-07,5.359221952123537e-07,2.1148720989161905e-07,3.736429550790795e-07,1.4019090421416573e-07,1.52337331114894e-07,5.904879584166096e-08
2020-12-20T17:23:23.130000Z,3.642537078860591e-09,3.544078291070722e-09,5.649307939619707e-09,6.655453155348388e-09,2.1451195970886625e-08,1.6833415966093724e-08,3.979726606183019e-08,2.5410582821437806e-08,6.420262611363679e-08,4.963732682770902e-08,8.806842388071818e-08,8.013101216310053e-08,9.480442111395313e-08,6.35129586393065e-08,9.70613452080778e-08,6.353765597453384e-08,4.673558798257693e-08,2.9802296932288345e-08,4.471686315619509e-08,2.5508796319864597e-08,7.058799908251724e-08,2.3620656889318493e-08,8.671990768108923e-08,2.7624810625709703e-08,7.393120070482776e-08,2.0476536417831764e-08,4.9517369393248394e-08,1.228353512385066e-08,5.0437710825181726e-08,1.6903189247715722e-08,5.948498549246247e-08,1.7928019528585633e-08,3.3784933233756976e-08,1.0033306946413754e-08,1.5490130179090244e-08,7.358627603658441e-09,6.633627831063288e-09,4.015555952357139e-09
2021-01-11T21:32:59.410000Z,6.349207724444068e-08,5.80233343741285e-08,1.3661485945578025e-07,1.4235979237568045e-07,2.418826154908428e-07,2.1463523504259546e-07,3.337568929263366e-07,2.5445130321730897e-07,6.140803277661467e-07,6.802241480670023e-07,1.355156525108706e-06,7.142241679098101e-07,2.141423494319404e-06,1.414141590423376e-06,2.215899990745609e-06,2.5376957457183902e-06,3.780237564461799e-06,3.105540950520359e-06,2.961379403257919e-06,1.5379544149496291e-06,1.6932007409184229e-06,8.628960225170226e-07,1.0821335275346088e-06,5.708788726495647e-07,9.307084625315394e-07,2.744545530644404e-07,6.368883469141394e-07,1.6509918716846025e-07,3.5648364713120145e-07,8.367683768726279e-08,1.382113236859608e-07,4.1478358178544326e-08,6.837535368708083e-08,2.717077415116465e-08,3.43731738403095e-08,2.042372610499879e-08,1.8437833151804e-08,7.478859827007952e-09
2021-01-19T02:46:21.200000Z,3.433726894386037e-09,1.711499710176486e-09,8.157534676106807e-09,5.895323983266162e-09,2.229325231311344e-08,1.1074038761058454e-08,2.356602158634835e-08,1.4646152424387713e-08,2.98107827577341e-08,1.6983902790833906e-08,8.150425625800433e-08,4.546744416450471e-08,9.668212607377593e-08,5.3408298020569527e-08,1.9773903258721172e-08,1.672263850168039e-08,1.4644625326993937e-08,9.89832084098128e-09,1.502856948005162e-08,7.688838284427825e-09,3.516768616682996e-08,1.0276079171068069e-08,4.473566419971243e-08,1.6977958226683422e-08,4.4591713287380827e-08,1.2074775919327634e-08,3.560153317984761e-08,9.232087746645591e-09,2.263265425236213e-08,5.417844457088144e-09,1.7182468522223197e-08,3.43397041958683e-09,9.882799210931472e-09,2.2307819950237503e-09,4.9785628216380025e-09,1.5493053959921375e-09,3.3899087177071463e-09,5.970802505247868e-10
2021-01-21T12:23:05.760000Z,2.2643383039778155e-08,2.4117168842655138e-08,5.6330350246458954e-08,5.845352861635469e-08,5.266522430905955e-08,4.3750261959075446e-08,7.936423426343889e-08,5.960632007006759e-08,9.072590648507081e-08,7.920595776862855e-08,1.345092416147573e-07,9.58045482329564e-08,1.015311077658736e-07,9.352947091368774e-08,9.67791747976469e-08,5.754883961698221e-08,7.063889169438247e-08,3.6861201470932845e-08,5.2420515016462956e-08,3.1923500459604724e-08,1.1050660635295241e-07,4.5166625032949317e-08,1.508697203146797e-07,5.076376938517369e-08,1.37138905519371e-07,4.0199229363092066e-08,9.13948086735485e-08,2.3384224385759985e-08,5.7426388072689845e-08,1.6057309168685035e-08,4.13279812710544e-08,1.1374014101106597e-08,2.6304332871934523e-08,7.619468492752201e-09,1.3160061541361737e-08,5.235654148429752e-09,7.394661033513977e-09,2.739197341343434e-09
2021-02-10T13:19:57.990000Z,1.2493274380438517e-07,1.218687479414097e-07,1.1538848536501178e-07,1.1440891217988707e-07,1.1894566974983366e-07,1.0287025666824272e-07,1.6234251005930044e-07,1.2481518454300236e-07,1.448438433276674e-07,1.3878343493275794e-07,1.7870342821865277e-07,1.702658461368485e-07,2.6299810087227977e-07,1.5100518524338605e-07,1.065570777675951e-07,8.896185003099935e-08,8.433456963191207e-08,5.4260825658809513e-08,7.12477710339959e-08,4.3444600176047455e-08,1.1434308638703937e-07,3.538515474617779e-08,1.338559410640032e-07,3.3579958222251784e-08,9.725667415135105e-08,2.478932815400926e-08,5.920120538490318e-08,1.7837241796569762e-08,4.542220099199008e-08,1.0499933735869829e-08,5.340947978696757e-08,1.1164760734750757e-08,3.1419132546218766e-08,8.578743301585541e-09,1.7349179553882444e-08,1.0154347831087176e-08,7.073660388685509e-09,2.084123039033068e-09
2021-03-04T13:27:36.950000Z,6.219804124063237e-08,7.228189889732775e-08,7.669749468473759e-08,8.591105297811665e-08,1.1547557755640397e-07,1.135787097907472e-07,2.438432437301988e-07,1.6515870294431646e-07,2.114446982114327e-07,2.0558210259020077e-07,1.900119597465008e-07,1.724960866553043e-07,1.3531941143613118e-07,1.206740043796568e-07,9.483268656175785e-08,6.424409856526577e-08,7.891734715127282e-08,4.2160354553278535e-08,8.698395691672641e-08,4.423799404162309e-08,7.938313069982689e-08,3.5594241099293836e-08,9.930004438049633e-08,3.4998695201114626e-08,9.045423641698333e-08,3.0724913870192854e-08,7.701832872079058e-08,1.7626277999312743e-08,5.8542943129118515e-08,1.522990349333321e-08,5.1448857504118266e-08,9.687399962193382e-09,4.8117220154569514e-08,1.1287153165663873e-08,1.8539945792767115e-08,7.377324959477467e-09,8.737330013476142e-09,3.6723065948883153e-09
2021-03-04T17:41:23.890000Z,5.7253935945749946e-08,7.184520271876812e-08,1.0110418977694717e-07,8.580301854650054e-08,9.195248457587529e-08,1.0981045078232927e-07,2.167647290621208e-07,1.6639303502643886e-07,4.896335125617186e-07,4.486634634117565e-07,3.96688580639992e-07,2.916464575929924e-07,3.394458770482647e-07,3.660727599153651e-07,3.005869344716927e-07,1.8520931124039729e-07,4.843971753932019e-07,1.8320379844320677e-07,7.294477099521839e-07,3.122555672076308e-07,8.910055177213195e-07,2.958290830879361e-07,7.6807264588107e-07,2.83656889686618e-07,7.581973803798785e-07,2.1030971222952597e-07,8.651993985932026e-07,2.0538742899689317e-07,4.3769959758621803e-07,9.220859581205949e-08,2.757393517925169e-07,6.275207755015603e-08,2.0510387308001645e-07,4.092727413628631e-08,6.860519910806476e-08,2.1920653160187496e-08,3.058887334888185e-08,8.872713334327002e-09
2021-03-04T19:28:34.630000Z,2.687606070813988e-07,3.712379366723e-07,4.1482946879950587e-07,3.824010944871509e-07,5.141664904787696e-07,4.481572939786149e-07,7.215944299329225e-07,4.956151680953426e-07,1.0554634569251926e-06,1.019324488747039e-06,1.3844420134630772e-06,9.22536856640718e-07,1.6015093730438605e-06,9.620445823210943e-07,1.241568266229786e-07,9.175806241525628e-08,1.0667392975082405e-07,8.21578689419214e-08,1.0450687586176945e-07,4.309048268725442e-08,8.199554453045347e-08,3.315705014792638e-08,1.346934743772955e-07,4.782171438157145e-08,1.4602339824698784e-07,4.086284180933896e-08,1.2758867070093542e-07,3.2264242632134225e-08,1.0155481853622121e-07,2.672108795623913e-08,6.390124834435583e-08,1.7365172446379162e-08,5.4604586003988875e-08,1.4393914823469216e-08,3.19265118008141e-08,1.5043394119745578e-08,1.5035213089203892e-08,9.036918430621726e-09
