origin_time,amp2_0.0158Hz,amp2_0.0199Hz,amp2_0.0251Hz,amp2_0.0316Hz,amp2_0.0398Hz,amp2_0.0501Hz,amp2_0.0631Hz,amp2_0.0794Hz,amp2_0.1000Hz,amp2_0.1259Hz,amp2_0.1585Hz,amp2_0.1995Hz,amp2_0.2512Hz,amp2_0.3162Hz,amp2_0.3981Hz,amp2_0.5012Hz,amp2_0.6310Hz,amp2_0.7943Hz,amp2_1.0000Hz,amp1_0.0158Hz,amp1_0.0199Hz,amp1_0.0251Hz,amp1_0.0316Hz,amp1_0.0398Hz,amp1_0.0501Hz,amp1_0.0631Hz,amp1_0.0794Hz,amp1_0.1000Hz,amp1_0.1259Hz,amp1_0.1585Hz,amp1_0.1995Hz,amp1_0.2512Hz,amp1_0.3162Hz,amp1_0.3981Hz,amp1_0.5012Hz,amp1_0.6310Hz,amp1_0.7943Hz,amp1_1.0000Hz
2020-10-30T11:51:27.320000Z,4.0184514001781125e-11,6.605648348346242e-11,9.015572924465345e-11,1.7211976232248538e-10,8.388657518841401e-10,1.1280461200952827e-09,1.900841814613004e-09,3.2649917986662553e-09,2.6896765132954153e-09,1.6014209094996095e-09,1.5645243131973631e-09,7.283527465222735e-10,7.644781870087386e-10,2.6002126529639913e-10,2.957780156757363e-10,2.3479351864024715e-10,1.6627049629544972e-10,1.1638369518649995e-10,6.343310693681379e-11,4.188235675538481e-11,3.504634971851343e-11,1.408116757527013e-10,1.3064010763214703e-10,4.455324021596148e-10,1.1185192036859891e-09,1.6744859586154102e-09,1.3333636704728376e-09,1.403484994153787e-09,3.5048992416651664e-09,5.5273731227431674e-09,3.4817018262820243e-09,3.3271356944565726e-09,2.642320654744272e-09,2.563527595419181e-09,1.9712694113037707e-09,1.144653418850147e-09,7.0320116177649e-10,2.642794079894495e-10
2021-07-29T06:15:47.490000Z,3.1923287637354085e-12,7.687266496789352e-12,1.6792553501614455e-11,3.6729965381850486e-11,9.727944030364779e-11,2.267208379046869e-10,2.2822331948860424e-10,6.683679034538815e-11,3.539362302432338e-11,3.7170031956228037e-11,3.020867411270177e-11,1.3833574087931762e-11,8.9232136530588e-12,6.652723672427538e-12,6.223531741082896e-12,5.984178790534556e-12,5.59521666135098e-12,6.90034319440337e-12,5.414273691445017e-12,3.374081298778364e-12,8.52029334123262e-12,2.752658331799948e-11,5.960637440539928e-11,1.6079652907266178e-10,2.7093775153854855e-10,3.2834132568145484e-10,1.1015911405275139e-10,8.043084750325629e-11,1.3343448769390632e-10,8.973542756775079e-11,6.977895171108497e-11,8.524685776164394e-11,6.700978928332068e-11,6.273004627719036e-11,4.120547304332065e-11,3.619820753872983e-11,3.0019555118749026e-11,3.768019089920926e-11
2021-08-12T18:32:52.380000Z,5.82535789782597e-13,1.072206524184339e-12,2.4451654894811767e-12,7.679791685503836e-12,1.3527419976129224e-11,1.0675568357781463e-10,4.6169646852986357e-11,1.2358318860693804e-11,8.35524607934283e-12,4.884975386173989e-12,2.880228956363273e-12,2.631316419758285e-12,2.624442699368975e-12,2.4073165179633946e-12,2.7441002779492197e-12,2.7067149593166184e-12,3.723983283011448e-12,4.648443143868434e-12,3.5788242513794722e-12,1.4132168992302845e-12,1.6005104163157012e-12,3.185540436163692e-12,6.702206321848647e-12,3.253644486495744e-11,1.7610516822891738e-10,1.0833730321079254e-10,3.7336986459839954e-11,1.935348342682512e-11,1.330571239949882e-11,9.814561410799259e-12,1.500957195182297e-11,1.5807416807172696e-11,1.6291625717395328e-11,1.9437405545094573e-11,1.8141998838095155e-11,2.1918504781560645e-11,2.146785064383612e-11,1.9360636804228028e-11
2021-08-14T11:57:43.690000Z,3.472094335145528e-13,7.171504266000605e-13,9.300029906099822e-13,2.4185518828516952e-12,6.9860703997928266e-12,2.170574451085937e-11,1.7444462407747597e-11,9.305904119818878e-12,6.7483606574835916e-12,7.675548885307095e-12,8.393000415087425e-12,1.0555048784211922e-11,1.2284254586413683e-11,1.1935308737474052e-11,7.441522342358937e-12,1.0336986317306796e-11,1.3760125926087596e-11,7.418905726011583e-12,5.560205588458739e-12,,,,,,,,,,,,,,,,,,,
2021-10-02T06:29:18.570000Z,1.0561500154544545e-13,1.788423524882965e-13,3.6786507786828493e-13,4.926947316799816e-13,9.572393846517998e-13,1.1512009759732381e-12,1.1687814739834098e-12,1.2189910100273829e-12,1.2432865468540266e-12,1.125389490353996e-12,1.7271220460752465e-12,2.327379551351312e-12,2.450431934988003e-12,2.7031191984080617e-12,4.434637115660681e-12,3.779378266975387e-12,4.099772093967516e-12,7.420324164362185e-12,6.386632665970067e-12,,,,,,,,,,,,,,,,,,,
2021-11-10T15:45:13.550000Z,7.203154556335271e-13,1.163120790663198e-12,3.2277111019958237e-12,7.721903130403945e-12,2.0939350873223757e-11,3.205691897129388e-11,3.827182336928028e-11,2.430077911859296e-11,1.7041860916562975e-11,1.28384333546053e-11,1.007933296519234e-11,6.320529204697205e-12,6.961596320512192e-12,6.227961198917542e-12,4.858768896283661e-12,4.697298995617227e-12,5.307273775181388e-12,6.677326815812682e-12,5.359093279618389e-12,1.2028579597834405e-12,2.246941505936479e-12,4.140418649709583e-12,8.454585141433316e-12,4.361021161680747e-11,5.633482186721e-11,7.792211203656701e-11,5.0261598558045957e-11,2.1544176185941947e-11,7.024456753263182e-11,4.219220321233069e-11,4.22542835260868e-11,6.136490532111315e-11,5.2054430747085575e-11,4.312510275734927e-11,3.180660568589771e-11,2.5936210132576592e-11,3.4458696212046386e-11,2.9993743025834777e-11
2021-11-14T12:08:38.190000Z,1.5143300905534449e-13,5.328956268314734e-13,9.2711855042483e-13,3.516570493148648e-12,8.038491651683969e-12,1.4446090452860572e-11,1.326516811276674e-11,1.5344859957017294e-11,1.4035287905397356e-11,1.6591249726853238e-11,1.4829461540007083e-11,1.6328443984787754e-11,1.4093083661564511e-11,1.5127811689217617e-11,1.2968312250045752e-11,1.436180156306892e-11,1.4369833564350282e-11,1.5028080614095884e-11,1.0029347058978436e-11,,,,,,,,,,,,,,,,,,,
2021-12-14T03:20:23.870000Z,1.4340132410694836e-12,4.8409215141424814e-12,5.9093337882391965e-12,1.3298576461359347e-11,2.3631915758441888e-11,3.148190319450074e-11,2.4658376650365236e-11,1.1461866486735464e-11,6.526591046851445e-12,5.594494654504981e-12,5.007152203933481e-12,3.9968285578836625e-12,3.522138374042872e-12,3.750399191342312e-12,2.7788975638622057e-12,2.722486722226144e-12,2.515795770611776e-12,2.653607579804099e-12,2.016518241760251e-12,,,,,,,,,,,,,,,,,,,
2021-12-29T18:25:53.220000Z,6.607677548051092e-13,1.8262787677160186e-12,2.293874676943885e-12,3.357018048053086e-12,6.671210129956771e-12,5.52175737368917e-12,5.576621073021079e-12,4.178632586294295e-12,4.4028793738015255e-12,3.715429705709819e-12,6.6796506389570985e-12,7.0770516795263216e-12,7.371563660408169e-12,6.266573224649127e-12,7.15155406553627e-12,7.314204487554059e-12,6.4159903421723465e-12,5.709667981016906e-12,3.7019174583679556e-12,,,,,,,,,,,,,,,,,,,
2022-07-27T00:43:26.060000Z,4.874480527264741e-13,1.6161173468857297e-12,1.3080071429515778e-12,3.702194708361044e-12,8.796232883584936e-12,8.242465073584078e-12,1.096410805430328e-11,1.1300546456063044e-11,4.918507267900976e-12,3.846520054912142e-12,3.3391722087235015e-12,4.0373050152613626e-12,4.653992780921312e-12,4.20323436588691e-12,3.9203352079901954e-12,3.282949213984336e-12,3.760792447469852e-12,3.770286251936257e-12,2.7673162068121864e-12,,,,,,,,,,,,,,,,,,,
2022-09-05T04:52:20.140000Z,9.636350519337836e-13,3.642722168805232e-12,1.4082769603921296e-11,2.6008577798062622e-11,3.754853333788024e-11,4.2383231416578507e-11,3.6328740805353367e-11,3.169444160804163e-11,2.335919002243076e-11,3.192137801627368e-11,2.7812311993513478e-11,9.337353347824588e-12,7.397844334888153e-12,5.927255432842425e-12,4.297029641863436e-12,4.231218954053746e-12,4.828360900227253e-12,5.9818900188477276e-12,4.749555892713617e-12,1.794469600330009e-12,7.095555251882386e-12,2.216199135839806e-11,3.5177564976911617e-11,5.552336249026991e-11,8.082281890716405e-11,5.308423728198585e-11,6.955449716735584e-11,7.489270503382003e-11,9.776213138241589e-11,1.0262149792202126e-10,5.6889828350278265e-11,5.319552142526448e-11,3.3870568898813794e-11,3.094854113990306e-11,2.715473036475753e-11,2.7939366729587875e-11,3.8423298905796626e-11,3.2482842301693326e-11
2022-09-10T23:47:00.870000Z,2.392555759870129e-12,8.756997328234998e-12,2.495393676727846e-11,2.5398677995050533e-11,2.062724692822952e-11,3.0983191016204927e-11,1.7391524244111906e-11,1.1009404242140071e-11,6.379759075247925e-12,3.4331751830852124e-12,2.977902827154093e-12,2.4572066657349296e-12,2.799107906646913e-12,3.483638772815704e-12,3.644143140159119e-12,4.084624754104896e-12,5.79576662448692e-12,7.265394947483718e-12,6.4109755185772306e-12,2.0991948281203042e-12,1.316398934692538e-11,3.716523746525537e-11,4.104024233001935e-11,4.643388148386924e-11,6.230789032823707e-11,4.0616811277644205e-11,2.272195271703557e-11,1.7687151371398165e-11,2.0546780185982725e-11,2.234091684298428e-11,2.3835726678976772e-11,2.456976910420904e-11,3.745865825566164e-11,2.992987697855751e-11,3.121176275443157e-11,3.497469150311499e-11,2.5073823455852496e-11,3.448431666263369e-11
2022-09-17T13:41:19.180000Z,2.2505011028645226e-13,4.90431057835494e-13,2.248899521139136e-12,6.122449012679114e-12,1.4366622665935772e-11,1.930323177890289e-11,4.2699171825069685e-11,3.406588883965305e-11,1.9386608734082944e-11,1.9722815231506483e-11,1.5020330586524356e-11,8.634018215504945e-12,5.603858409563575e-12,5.775553977417128e-12,7.142746227523099e-12,8.400092166052425e-12,1.3097645245771412e-11,1.597087395706683e-11,1.1391128200752058e-11,8.527290994530273e-13,1.3867535364421805e-12,2.2282865102982665e-12,9.60491648832192e-12,2.4022341934826048e-11,3.674821546523655e-11,4.406208152317328e-11,7.512687967761446e-11,6.245125566507761e-11,6.078294644115773e-11,3.969127429886987e-11,4.330744502028107e-11,3.6105515835581815e-11,4.725150424068773e-11,5.050744804292471e-11,4.1823343958518226e-11,2.832954529631444e-11,2.6240602481721428e-11,3.162702987629509e-11
2022-09-18T06:44:15.790000Z,1.4673055505699957e-12,2.1484013959495038e-12,6.240088426183863e-12,2.6114825797113745e-11,1.0724283892867506e-10,1.3429277646634828e-10,1.3474424218502094e-10,1.1680959162856114e-10,8.0838079926545e-11,5.976800344559616e-11,2.770164264320568e-11,3.169618953611856e-11,1.3215242937878564e-11,7.537824282235815e-12,5.724676872262012e-12,5.160473258571612e-12,6.223901691817653e-12,5.8234844520618905e-12,4.44545100362888e-12,2.896282602327227e-12,6.0958438333336696e-12,5.852356964504902e-12,4.743297487786949e-11,1.4900741698568059e-10,1.7352899565036028e-10,2.7306428793823606e-10,3.114510476583386e-10,2.1016286969557212e-10,1.4179939020941443e-10,1.3618122728566843e-10,2.1452039636234592e-10,1.159904904726526e-10,4.599659789066348e-11,4.9243472168506685e-11,3.753801773054584e-11,3.7832746154376894e-11,3.2444182421696454e-11,3.6473597951859885e-11
